ID,LAT,LONG
19759161,18.55225,73.88944
19734338,18.549381,73.880447
19855938,18.5586905,73.8929836
19739356,18.55344778,73.89676273
19682024,18.54638378,73.8779994
19688413,18.55800279,73.89590924
6506944,18.54515167,73.88448961
18566930,18.55695548,73.89385291
19691585,18.55519874,73.88812075
19857168,18.545444,73.884395
18693422,18.55615794,73.89309254
19253569,18.5558647,73.89063288
19635018,18.57232902,73.883174
13519,18.54487608,73.87821693
18704298,18.54624544,73.88938297
11079,18.55303044,73.8919941
18980332,18.545422,73.884502
18704511,18.56549772,73.87759801
18450492,18.55650372,73.89359093
19180484,18.545422,73.884502
19688271,18.5512231,73.8834396
18482138,18.545422,73.884502
19039960,18.545422,73.884502
18981566,18.545422,73.884502
18878979,18.55320558,73.88318036
19926564,18.55942637,73.89580866
19059897,18.5673017,73.8792526
19686260,18.48013153,73.80445158
19748050,18.475823,73.800155
19697512,18.48372466,73.81035453
19702512,18.48191,73.798509
19839112,18.4807195,73.800923
19687595,18.4811002,73.8046525
19229539,18.47989493,73.80418293
19439594,18.48422936,73.80223028
19514675,18.48931061,73.79211879
19854753,18.4892594,73.7921298
19719298,18.489631,73.794758
19274573,18.48567235,73.7974355
19595036,18.47591686,73.7958188
19023112,18.48302294,73.80914938
19158800,18.48663677,73.79757732
19016530,18.48365032,73.81115131
19772927,18.47993,73.800422
6507624,18.48887721,73.79317146
19493074,18.48933572,73.79207712
19578882,18.48934907,73.7921093
19760935,18.48323,73.8021507
19649471,18.48429645,73.79787304
6503170,18.482222,73.896898
19805064,18.509075,73.911381
19612950,18.4920838,73.897135
19797828,18.4809509,73.9045109
19427975,18.491619,73.900087
19626796,18.50586369,73.90640412
19655080,18.50583064,73.90644817
10780,18.49359837,73.89970411
10975,18.48565645,73.88949931
19507844,18.4922026,73.9000755
19513337,18.492201,73.900069
19638838,18.492095,73.9001776
19698905,18.484196,73.902967
19736387,18.492532,73.9035
19791303,18.48773175,73.89901052
18763670,18.48138133,73.90256781
19291760,18.505777,73.906471
18707614,18.48475752,73.90147772
19542305,18.48245916,73.88331044
18565584,18.4958475,73.90010547
19258497,18.50367271,73.90132315
19325717,18.500362,73.900315
19065218,18.49359837,73.89970411
19483725,18.481291,73.901726
19351865,18.49391489,73.89971709
19535680,18.501094,73.90064
19503488,18.4922026,73.9000755
19177373,18.485626,73.898922
18996635,18.481201,73.904882
19419394,18.49174386,73.90113715
19896449,18.484553,73.9002726
19314835,18.49514,73.900523
10783,18.48546693,73.89888603
19308756,18.61366639,73.77802134
18763500,18.60366655,73.76349449
19608176,18.60466589,73.76884516
19574216,18.60368752,73.76350958
19521803,18.60467765,73.76884516
19694945,18.5905468,73.76103055
13992,18.59670085,73.76525704
19839362,18.60352928,73.76318336
19609324,18.59260951,73.75725701
19547397,18.58828291,73.75368733
19588568,18.59673771,73.76091287
19634070,18.58828291,73.7537108
19634142,18.58828291,73.75368733
6507091,18.591435,73.77327617
18544520,18.59357205,73.77349041
18654606,18.59218432,73.76478765
19541643,18.59737738,73.76360144
19444985,18.59208549,73.76494255
19580996,18.59492164,73.76463376
19783583,18.6012484,73.7596767
19741128,18.58847453,73.78098886
19807951,18.60359124,73.76339726
19812801,18.592172,73.76726
19810167,18.59817021,73.7589401
19762120,18.59778095,73.76380228
19791038,18.61185432,73.74938171
19795665,18.61185718,73.74934953
19782920,18.6046338,73.75112113
19878430,18.597716,73.765325
19784083,18.60464524,73.75117309
18800883,18.5921249,73.76492377
6503288,18.59340554,73.76163606
19585589,18.60463793,73.75874028
18382332,18.60626006,73.75893574
18545974,18.5986297,73.76476821
18385854,18.59256216,73.77345487
18422342,18.61186449,73.74947894
18429326,18.5980644,73.77434939
19472310,18.59505352,73.76414526
19617688,18.60375012,73.76358401
19708422,18.59504812,73.75635512
19628312,18.59490671,73.76407921
19723385,18.60779798,73.75668671
19718946,18.60779544,73.75668839
19498530,18.5908846,73.75312574
19651904,18.59385265,73.76163371
19179102,18.60588734,73.75300135
19365821,18.60993388,73.77000958
19342694,18.59816831,73.77407111
19545230,18.58343724,73.78253214
19277791,18.60995549,73.77000824
19362556,18.59626296,73.76392499
19292310,18.60992879,73.770025
19448842,18.60996248,73.77001025
18799170,18.61952635,73.79566625
18536432,18.59877842,73.76656596
19263729,18.609945,73.77003137
19732295,18.59256883,73.76183085
19849847,18.60365797,73.76141142
19834699,18.601337,73.759642
18749852,18.59556768,73.76918346
18457724,18.59638181,73.77279203
18694570,18.60278954,73.76481917
19573594,18.60026079,73.76974572
19777299,18.59820548,73.77422031
19504139,18.60352419,73.76133565
18655211,18.60364589,73.76303516
19727964,18.5981556,73.77420757
19755058,18.59667638,73.77406709
19318721,18.60666615,73.76505353
6505362,18.60265036,73.77006054
10608,18.61311194,73.76321319
19727383,18.60164941,73.76414627
19783310,18.59817911,73.77419718
19174892,18.60350703,73.76352098
19677266,18.59665859,73.77404965
19762541,18.59599349,73.77163801
19264017,18.60755871,73.75797048
19014498,18.5946706,73.7633634
19753719,18.58956835,73.77430212
19498626,18.597762,73.758716
19699120,18.5980234,73.77948917
18702736,18.59833672,73.76958814
19863741,18.61208087,73.76228414
19886741,18.61325905,73.76338083
19325611,18.59356665,73.77349142
19885825,18.60682407,73.7649573
19215741,18.593598,73.7615665
19676671,18.59484951,73.76444366
19561895,18.60365352,73.76130883
19508743,18.59140671,73.7734646
19542616,18.59062974,73.76098461
19684969,18.59512947,73.76082905
18715170,18.59496423,73.76028489
19721339,18.59536176,73.76811594
19521096,18.59219671,73.7844345
19033464,18.60448859,73.77631176
18482151,18.59858236,73.76497775
6507089,18.59143531,73.77327483
